User Name,Original Tweet,Normalized Tweet,Negative,Neutral,Positive,Compound Score,Class Label
CSteveSimms,"Hard soil in your heart won't grow the fruit of the Spirit until you till it. ""Break up your fallow ground "" Search: The Joy of Early Christianity book. #faith #spirituality #spiritual #spiritualawakening #revival #Christians #SaturdayMorning #Evangelicals #Catholics #Jesus",hard soil heart win grow fruit spirit till break fallow ground search joy christianity book faith spirituality spiritual spiritualawakening revival christian saturdaymorning evangelicals catholic jesus,0.03,0.711,0.259,0.891,0
Pucemargine,"Christians in Iraq, whose numbers have declined over the last twenty years as #terror attacks, ethnic cleansing and migration have harmed the community, are also enthusiastic.

By @sfrantzman | #Iraq | #PopeFrancis | #Christians 
https://t.co/MaKP812Dxr",christian iraq decline terror attack ethnic cleanse migration harm community enthusiastic iraq popefrancis christian,0.244,0.674,0.083,-0.7351,1
news_scroll_bot,"[2021-03-06 12:00] NYTIMES Top Headline (1 of 3): Francis Begins Visit to Iraq, in ÃÂ??Duty to a Land MartyredÃÂ??. The popeÃÂ??s four-day trip is intended to nurture ties with Shiite Muslims and encourage a Christian po... https://t.co/H3ouzj078T #pope #iraq #francis #christians #country",202 0 0 1 0 nytimes headline francis begin visit iraq duty land martyr pope day trip intend nurture tie shiite muslim encourage christian po pope iraq francis christian country,0.075,0.769,0.156,0.4404,0
MarkABurnett,"I make the case in this article that #Christians &amp; #Yazidis in #Iraq need a permanent say in their own governance &amp; security. 

""Hopefully, the Pope's visit will not only lift their spirits but also inspire change so they can stay &amp; prosper"" @ProvMagazine
https://t.co/1qQZpoh1Ti",article christian yazidis iraq permanent governance security hopefully pope visit lift spirit inspire change stay prosper,0,0.803,0.197,0.8225,0
Church_News,"J-E-S-U-S, we love you!
-via: christianstudentsatuc
#churchnews #Christians #lovegod #lordjesus #jesusislord #godismysavior #meaningoflife #ilovechurch #spirituallife #christianposts #biblereading #testimony #singtogod https://t.co/FE6ULaIgBO",love christianstudentsatuc churchnews christian lovegod lordjesus jesusislord godismysavior meaningoflife ilovechurch spirituallife christianposts biblereading testimony singtogod,0,0.802,0.198,0.6369,0
Church_News,"Intercessory Prayer in North AmericaÃÂ?ÃÂDAY 258: PRAYER FOR THE SAINTS TO COOPERATE WITH THE LAW OF THE SPIRIT OF LIFE BY SETTING THEIR MIND ON THE SPIRITÃÂ??
source: https://t.co/wOe0ciMEv9

#churchnews #christians  #northamerica #jesusislord   #DailyPrayer #prayer #Praying https://t.co/hb3XaCdwNo",intercessory prayer north america day 5 prayer saint cooperate law spirit life set mind spirit source churchnews christian northamerica jesusislord dailyprayer prayer pray,0,0.818,0.182,0.7481,0
Ramphalpoonia1,"#Christians are one of the most persecuted community in the world. 
A 27 year old Christian girl, Rabia has been abducted, raped and murdered in Youhanabad, Lahore, #Pakistan
As per the reports, she was pregnant too. 
#PakMinoritiesNeedYourSupport
@persecutionnews @acs_italia https://t.co/T5gWTaGYFL",christian persecute community world christian girl rabia abduct rap murder youhanabad lahore pakistan report pregnant pakminoritiesneedyoursupport italia,0.311,0.689,0,-0.9422,1
FrancescoIdowu,"Watch my United Nations speech on the Persecution of Religious Minorities in the Middle East especially Christians
https://t.co/wUmHqTowis
#LydiaCanaan #RockStar #humanitarian #UN #religion #persecution #minorities #peace #MiddleEast #Christians #PopeInIraq #PopeFrancis @UN_Women https://t.co/8waC6zNTmn",watch unite nation speech persecution religious minority middle east especially christian lydiacanaan rockstar humanitarian religion persecution minority peace middleeast christian popeiniraq popefrancis woman,0,0.816,0.184,0.743,0
MaqboolButt5,"India | how long will #Biden ignore the fact that the #Modi regime is not a #democracy |  Police in #India Allow #Hindu Extremist attack on churches, then arrest #Christians | #BidenActNow |
https://t.co/ueVq1wMEoi",india biden ignore modi regime democracy police india allow hindu extremist attack church arrest christian bidenactnow,0.236,0.708,0.056,-0.7269,1
MaqboolButt5,"#Modi is not Stalin &amp; neither is #India the soviet union in the 1940's | state violence against minorities cannot be ignored by western powers like it was back then for the sake of alliance | #Muslims | #Sikhs | #Christians  #FarmersProtests | #HumanRights
https://t.co/T6KsKFkxUu",modi stalin india soviet union 94 violence minority ignore western power sake alliance muslim sikhs christian farmersprotests humanrights,0.094,0.803,0.102,-0.1625,1
boerneaj_,"""Perhaps this will be a moment where the intl community can look again at #Iraq as the Pope talks about the dignity of the #Christians that live there &amp; other religious minorities &amp; how they have a right to be in their homeland.ÃÂ?ÃÂ Thanks @Crux for interview https://t.co/746BEuA6p4",moment intl community look iraq pope talk dignity christian live religious minority homeland thanks interview,0,0.877,0.123,0.6808,0
richanigamm,"#PopeFrancis becomes first Pope to visit Najaf &amp; meet Ayatollah Ali Sistani, head of Shias around the world. Sistani said #Christians have right to live in peace in #Iraq. @Pontifex will visit Ur, birthplace of Abraham with Shia, Sunni, #Yazidi &amp; Sabeen spiritual leaders.#MIG https://t.co/a8xUhVJ7QV",popefrancis pope visit najaf meet ayatollah ali sistani head shias world sistani christian live peace iraq visit ur birthplace abraham shia sunni yazidi sabeen spiritual leader mig,0,0.921,0.079,0.5423,0
Yeahilike,"#ad Dearest Friends, welcome you to be inspired by #JesusCalling #Devotional #book CLICK LINK BELOW &gt;&gt;&gt;&gt;&gt;&gt; https://t.co/2QR4AOL12S #kindle #KindleUnlimited #ebook #ebooks #book #books #booksforsale #Christians #Christianity #Jesus #JesusChrist https://t.co/EslsT2CE4W",ad dear friends welcome inspired jesuscalling devotional book click link kindle kindleunlimited ebook ebooks book book booksforsale christian christianity jesus jesuschrist,0,0.582,0.418,0.9337,0
manislam,"@BBCWorld Pope should talk about safety of #Christians of #Iraq to #Israel first, 2nd #USA &amp; third, but a significant player #SaudiArabia. When Iraq was conteolled by #Iraqis Iraq had Christian Iraqi Prime Minister, Tareq Aziz. #ISIS, #Alqaeda etc. co",pope talk safety christian iraq israel nd usa significant player saudiarabia iraq conteolled iraqis iraq christian iraqi prime minister tareq aziz isi alqaeda,0,0.895,0.105,0.4767,0
carolinasucre,#Pope Francis meeting with Grand Ayatollah Ali al-Sistani one of the top Shiite clerics in the world  in the holy city of #Najaf #Iraq. Al-Sistani told the pope #Christians in Iraq should enjoy peace and security like other Iraqis https://t.co/BXBSYmAwUR,pope francis meeting grand ayatollah ali al sistani shiite cleric world holy city najaf iraq al sistani tell pope christian iraq enjoy peace security iraqi,0,0.681,0.319,0.9371,0
amazingreice,"A #Devotional ÃÂ??? on ÃÂ¶ÃÂ¿John 10:16
Title: One Flock with One Shepherd
Author: Robbie Casas: The Expositor's Academy | Philippines

Read Devotional: https://t.co/33jOQWUg6n
Devocional en EspaÃÂÃÂ±ol: https://t.co/9xBCVzVuVk

#Bible #Christ #Salvation #Christians https://t.co/Y3hzqOvPxt",devotional john 1 title flock shepherd author robbie casas expositor academy philippine read devotional devocional en espa ol bible christ salvation christian,0,0.855,0.145,0.5267,0
GivingUpSelf,"The birthplace of healthy emotions is mercy. In mercy, mistakes arenÃÂ??t rubbed in, theyÃÂ??re rubbed out.

#AMJoy #GodIsLove #GUS
#GodisGood #JesusSaves
#Forgiveness #GodIsGreat
#Hopeful #Forgive #LetGo
#JesusSaves #Truth #PTL
#TrustGod #Christianity",birthplace healthy emotion mercy mercy mistake aren rub rubbed amjoy godislove gu godisgood jesussaves forgiveness godisgreat hopeful forgive letgo jesussaves truth ptl trustgod christianity,0.053,0.486,0.461,0.9541,0
bubbaholland_sc,"@MarkGrote Leave Christianity? ArenÃÂ??t we commanded to make disciples? LetÃÂ??s pray they receive the Holly Spirit and thus a relationship with Jesus so they donÃÂ??t hear those dreadful words, ÃÂ?? depart from me as I did not kn",leave christianity aren command disciple pray receive holly spirit relationship jesus don hear dreadful word depart yes,0.15,0.755,0.094,-0.3309,1
korkmaz9536,https://t.co/DiFIIU9nt6 @GokhanBacik @dr_ahmetkuru ÃÂ??? You may find this podcast interesting. Touches upon how Christianity in the West (very early on) set the stage for development&amp;innovation.,ahmetkuru podcast touch christianity west set stage development innovation,0,0.798,0.202,0.6486,0
EvangelistMDyal,@OSHawkins Yes! Celebrity Christianity is the CURSE of this generation!  I miss the good old days @OSHawkins when U and @jackngraham in the 1980s were toiling in relative obscurity in WPB and Ft. Liquordale! I was a poor broke college street preacher. Tho,yes celebrity christianity curse generation miss day 980s toil relative obscurity wpb ft liquordale poor break college street preacher tho,0.248,0.634,0.118,-0.7297,1
wrays_nephew,itÃÂ??s always respect other peopleÃÂ??s beliefs until itÃÂ??s Christianity lol,respect people beliefs christianity lol,0,0.576,0.424,0.7096,0
hanrahanarchist,"My favorite part of this is him quoting Christianity which was forced on black people during slavery lol.

Gay people have kids all the fucking time. They're constantly having children. This is just kind of silly https://t.co/kTwENx4yQv",favorite quote christianity force black people slavery lol gay people kid fuck time constantly child silly,0.192,0.684,0.124,-0.4927,1
soaog,"this was WAY more silly when it was ""Orthodox Christianity is the reason why the Greek bureaucracy is so inefficient""",silly orthodox christianity reason greek bureaucracy inefficient,0,0.932,0.068,0.101,0
_vikas_singhal_,"I have a genuine question, why do so many Hindu women find it so easy to convert to Christianity or Izlam for the sake of love? Why doesnÃÂ??t it happen the other way round? Why doesnÃÂ??t the man convert to Dharma for the sake of ÃÂ??true loveÃÂ???",genuine question hindu woman easy convert christianity izlam sake love happen round convert dharma sake true love,0,0.733,0.267,0.9427,0
Wimchaustegmail,"Jesus was born in Bethlehem;
Apostle St Thomas founded his faith in #Iraq;
In #Syria Ma'loula, inhabitants speak the old language of Jesus Chris; 
St. Abraham preached Christianity to Mt Lebanon's inhabitants,

Yet, the #US &amp; #EU contribute to preventing peace in the Middle East.",jesus bear bethlehem apostle st thomas found faith iraq syria ma loula inhabitant speak language jesus chris st abraham preach christianity mt lebanon inhabitant eu contribute prevent peace middle east,0.022,0.85,0.128,0.7351,0
the_chekhov,"A gentle nudge to all my feeds: @slavic_chthonic is the painter who managed to capture the wild mixture of Eastern Orthodox Christianity, undead mythos of the old days, and modern superstitions that a lot of Slavic cultures live in.

(I feel so SEEN now in every one of these). https://t.co/s4DAIkMAsp",gentle nudge feed chthonic painter manage capture wild mixture eastern orthodox christianity undead mythos day modern superstition lot slavic culture live feel see,0,0.939,0.061,0.4404,0
